SNname,HostName,PSN,type,redshifts,OtherName,Nobs,targetids,SNra,SNdec,AV,AVerr,AVsour,HostRa,HostDec,Long,Lat,Redshift,Morphology,host_velocity,host_vel_err,host_vel_corr,host_vel_corr_err,Discover_date,Last_non-detection_date,template_status,max_ks,filters_used,notes,Explosion_Date,ExpDateReference,ExpDateReferenceLinks,ExpDateMethod,other_SNe,best_dm,best_dm_err,best_dm_method,best_dm_ref,Hubble_dm_ref,UVM2_DatPoints,Cep_dm,Cep_dm_err,Cep_dm_ref,SBF_dm,SBF_dm_err,SBF_dm_ref,TRGB_dm,TRGB_dm_err,TRGB_dm_ref,end,Hubble_dm,Hubble_dm_err
SN2014I,ESO 487-G36,PSNJ05421980-2532399,Ia,0.03,,8,,'05:42:19.80,-25:32:39.9,0.065,0.0065,S_F_2011,5h42m20.8712s,-25d32m28.0035s,229.819563,-25.787097,0.030014,SA(s)0^0^ pec:,8998,14,8968,22,'2014-01-17,,done,,,,,,,,,35.452926121516526,0.364657319,HF,,,5,,,ref,,,ref,,,,end,35.452926121516526,0.3599528542422143
SN2014J,NGC 3034,PSNJ09554214+6940260,Ia,0.000677,,70,,'09:55:42.12,+69:40:25.9,0.16,0,"Dalcanton_etal_2009,S_F_2011",9h55m52.43s,69d40m46.93s,141.409498,40.567579,0.000677,I0;Sbrst       HII,203,4,432,11,'2014-01-21,,done,13,,,,,,,,27.219676366934852,4.93931307,HF,,,25,,,ref,,,ref,,,,end,27.219676366934852,4.938967979488174
SN2014L,NGC 4254,PSNJ12184868+1424435,Ic,0.008029,SNinM99,2,,'12:18:48.68,+14:24:43.5,0.104,0.0104,S_F_2011,12h18m49.625s,14d24m59.36s,270.430785,75.189788,0.008029,SA(s)c;LINER   HII,2407,3,2908,31,'2014-01-26,,done,7,,needs aspect correction fixed,x,,,,PTF10fqs(rednova),32.589576628743934,0.54148398,HF,,,0,,,ref,,,ref,,,,end,32.589576628743934,0.5383270358573319
SN2014R,UGC 5055,PSNJ09301230+5551135,Ia,0.025,,7,,'09:30:12.30,+55:51:13.5,0.07,0,"Brown_walker_2020,S_F_2011",9h30m11.7547s,55d51m08.73s,159.93812,44.139845,0.025154,(R')SB(s)b     Sbrst,7541,11,7790,16,'2014-02-08,,done,3,all,,,,,,,35.069340881309884,0.371754564,HF,,,0,,,ref,,,ref,,,,end,35.069340881309884,0.36714105333562264
SN2015ah,UGC 12295,PSNJ23002463+0137368,Ib,0.016,,1,33983,'23:00:24.63,+01:37:36.8,0.219,0.0219,S_F_2011,23h00m23.7019s,1d37m35.414s,75.562931,-50.740761,0.016128,SAB(s)cd:,4835,58,4843,60,'2015-08-06,,done,2,all,,,,,,,34.10417856946388,0.408579817,HF,,,0,,,,,,,,,,end,34.10417856946388,0.40438665178509847
SN2015ak,ESO 108-G21,PSNJ22151967-6532534,Ia,0.01037,,10,,'22:15:19.67,-65:32:53.4,0.079,0.0079,S_F_2011,22h15m16.699s,-65d33m02.46s,324.379073,-44.5232,0.01037,SB(s)ab: pec,3109,7,3232,23,'2015-08-18,,done,3,all6,,,,,,,33.14529978758475,0.473441327,HF,,,0,,,,,,,,,,end,33.14529978758475,0.4698274019000814
SN2015an,IC 2367,PSNJ08241502-1846281,IIP,0.008166,,1,,'08:24:15.02,-18:46:28.1,0.273,0.0273,S_F_2011,8h24m10.089s,-18d46m31.88s,240.604413,10.65809,0.008166,SB(r)b,2448,3,2578,25,'2015-09-13,'2016-03-06 20:16:48,,2,all,,,,,,,32.626253244736404,0.536162659,HF,,,,,,,,,,,,,end,32.626253244736404,0.5329741968201418
SN2015ap,IC 1776,PSNJ02051332+0606084,Ib,0.011375,,8,34045,'02:05:13.32,+06:06:08.4,0.113,0.0113,S_F_2011,2h05m15.242s,6d06m24.92s,153.886809,-52.27192,0.011375,SB(s)d         HII,3410,5,3292,14,'2015-09-08,,done,3,all6,,57271,Gangopadhyay_etal_2020,https://ui.adsabs.harvard.edu/abs/2020MNRAS.497.3770G/abstract,between light curve and spectral fitting,,33.345968072331274,0.45454988,HF,Gangopadhyay_etal_2020,,4,,,,,,,,,,end,33.345968072331274,0.4507845275472325
SN2015ar,NGC 383,PSNJ01072038+3223598,Ia,0.017005,,9,,'01:07:20.38,+32:23:59.8,0.16,0,"Brown_walker_2020,S_F_2011",1h07m24.9587s,32d24m45.214s,126.8390531,-30.3378955,0.017005,SA0-:;BrClG;Sy LERG,5098,12,4996,25,'2015-11-11,,done,3,223f,,,,,,,34.21919533303503,0.398972069,HF,,,9,,,,,,,,,,end,34.21919533303503,0.39467684120021046
SN2015as,UGC 5460,PSNJ10081137+5150409,II,0.003646,,4,34167,'10:08:11.37,+51:50:40.9,0.02,0,"Brown_walker_2020,S_F_2011",10h08m09.197s,51d50m40.2504s,162.620927,50.773415,0.003646,SB(rs)d,1093,5,1491,20,'2015-11-15,,done,2,223f,,2015 November 6,Gangopadhyay_etal_2018,https://arxiv.org/pdf/1802.06731.pdf,,2011ht,30.875296987117302,0.978852587,HF,Gangopadhyay_etal_2018,,4,,,,,,,,,,end,30.875296987117302,0.977109760916455
SN2015bf,NGC 7653,PSNJ23244903+1516520,IIn,0.014227,,11,34221,'23:24:49.03,+15:16:52.0,0.18,0,"Brown_walker_2020,S_F_2011",23h24m49.355s,15d16m32.1384s,93.974954,-42.673718,0.014227,Sb,4265,10,4253,22,'2015-12-12,,done,3,223f,grismobs,,,,,,33.8317913548865,0.419136361,HF,,,8,,,,,,,,,,end,33.8317913548865,0.4150498600474286
SN2015bh,NGC 2770,PSNJ09093496+3307204,LBVgoneSN?,0.006494,iPTF13efv-SNhunt275,33,,'09:09:34.96,+33:07:20.4,0.061,0.0061,S_F_2011,9h09m33.622s,33d07m24.29s,191.569968,42.196854,0.006494,SA(s)c:,1947,2,2284,20,'2015-02-07,,done,30,,,,,,,SN2007uy_2008D,32.12902593496894,0.619988375,HF,,,14,,,,,,,,,,end,32.12902593496894,0.6172330857420201
SN2015bo,NGC 5490,,Ia-91bg,0.016195,SNhunt278,5,,'14:09:55.12,+17:31:55.5,0.065,0,"Brown_walker_2020,S_F_2011",14h09m57.33s,17d32m43.53s,9.141668,69.509768,0.016195,E,4855,24,5501,40,'2015-02-14 10:37:06.000,'2015-01-28 10:22:17,done,5,,,,,,,,34.11314234858891,0.40447393,HF,,,0,,,ref,,,ref,,,,end,34.11314234858891,0.40023775070105977
SN2015bp,NGC 5839,,Ia-91bg,0.004069,SNhunt281,13,,'15:05:30.1,+01:38:02,0.141,0.0141,S_F_2011,15h05m27.473s,1d38m04.68s,0.200193,49.008961,0.004069,SAB(rs)0^0^:,1220,5,1581,23,'2015-03-16 11:45:36.000,'2014-07-01 05:45:07,done,5,,,,,,,,31.77,0.3,SBF,SBF_Tully_etal_2001,,13,,,,31.77,0.3,SBF_Tully_etal_2001,,,,end,31.113995330742526,0.8885024959593997
SN2015bq,PGC 41898,PSNJ12350637+3114354,Ia-99aa,0.028,iPTF15ku,16,33636,'12:35:06.37,+31:14:35.4,0.036,0.0036,S_F_2011,12h35m05.66s,31d14m19.9s,162.894337,84.557974,0.028178,Spiral,8448,55,8980,60,'2015-02-16 17:16:48.000,,done,5,223f,,,,,,,35.315965703317474,0.368286103,HF,,,0,,,,,,,,,,end,35.315965703317474,0.36362858899281325
SN2015bq,PGC 41898,,Ia-91T,0.028178,iPTF15ku,17,33636,'12:35:06.37,+31:14:35.4,0.036,0.0036,S_F_2011,12h35m05.66s,31d14m19.9s,162.894337,84.557974,0.028178,Spiral,8448,55,8980,60,'2015-02-16 17:16:48.000,,done,5,,,,,,,,35.315965703317474,0.368286103,HF,,,0,,,,,,,,,,end,35.315965703317474,0.36362858899281325
SN2015dc,,,Ia?,0.007562,MASTERJ103747.94-270507.2,2,,,,,,,,,,,,,2267,12,2281,28,'2015-10-20 02:14:34.000,'2015-07-18 17:45:36,done,2,all,,,,,,SN2007cv,32.459453778001375,0.56199929,HF,,,,,,,,,,,,,end,32.459453778001375,0.5589582269631632
SN2015dd,,PSNJ14102342-4318437,Ib,0.006,MASTERJ141023.42-431843.7,2,34222,,,,,,,,,,,,1771,2,1508,26,'2015-12-15 01:41:58.000,'2015-04-26 00:52:03,,3,223f,,,,,,,31.92328898331916,0.662893559,HF,,,,,,,,,,,,,end,31.92328898331916,0.6603173230999421
SN2015F,NGC 2442,PSNJ07361576-6930230,Ia,0.00489,OGLE15la,13,,'07:36:15.76,-69:30:23.0,0.55,0,"Brown_walker_2020,S_F_2011",7h36m23.842s,-69d31m50.96s,281.299504,-21.501573,0.00489,SAB(s)bc pec,1466,5,1313,19,'2015-03-09,,done,5,,HSTspectrum,,,,,,31.511,0.053,Cepheid,Cepheids_Riess_etal_2016,,10,31.511,0.053,Cepheids_Riess_etal_2016,,,,,,,end,31.512866028894333,0.7633767854302905
SN2015fn,WISEA J023019.95+371403.5,,SNIc,0.0524,iPTF15dtg,,,02 30 20.0551,+37 14 06.3895,0.171,0.0171,S_F_2011,2h30m19.957392s,37d14m03.55308s,143.914256,-21.575204,0.052400,"        micron
Origin                     :",15709.0,0.0,15462.0,25.0,,,,,,,,,,,,36.66293887586441,,,,,,,,,,,,,,,,36.66293887586441,0.34814749914939797
SN2015G,NGC 6951,PSNJ20372558+6607115,Ibn,0.00475,,8,,'20:37:25.58,+66:07:11.5,0.994,0.0994,S_F_2011,20h37m14.1181s,66d06m20.078s,100.8958,14.853031,0.00475,SAB(rs)bc;LINERSy2,1424,1,1771,19,'2015-03-23,,done,2,all,,,,,,,31.449746123872977,0.783407121,HF,,,0,,,,,,,,,,end,31.449746123872977,0.7812284011770325
SN2015I,NGC 2357,PSNJ07174570+2320406,Ia,0.0076,,7,33767,'07:17:45.70,+23:20:40.6,0.15,0,"Brown_walker_2020,S_F_2011",7h17m40.981s,23d21m24.28s,194.440915,15.910809,0.007589,Sc,2275,2,2444,12,'2015-05-02,,done,2,all6,,,,,,SN2010bj,32.46710318233444,0.560174949,HF,,,6,,,,,,,,,,end,32.46710318233444,0.557123927065683
SN2015J,A073505-6907,,IIn,0.0054,SN2015J_SMTJ07350518,9,33857,'07:35:05.18,-69:07:53.1,0.643,0.0643,S_F_2011,,,,,,,1466,5,1313,19,'2015-04-27,,,2,all6,,,,,,,31.512866028894333,0.765606308,HF,,,10,,,,,,,,,,end,31.512866028894333,0.7633767854302905
SN2015M,A130032+2758,PSNJ13003230+2758411,Ia-91T,0.0231,SN2015M_KISS15n,5,33789,'13:00:32.30,+27:58:41.1,0.029,0.0029,S_F_2011,,,,,,,6929,,7503,27,'2015-05-13,,done,2,all6,,,,,,,34.88554898403583,,HF,,,6,,,,,,YES,,,,end,34.88554898403583,
SN2015N,UGC 11797,PSNJ21431689+4334476,Ia,0.01492,SNinUGC11797,10,,'21:43:16.89,+43:34:47.6,1.25,0.1,"Brown_walker_2020,S_F_2011",21h43m20.1605s,43d34m34.644s,90.638446,-7.192067,0.018586,_,5572,17,5699,27,'2015-07-06,,done,3,3,now2,,,,,AT2018dfy,34.41225171612842,0.391158564,HF,,,0,,,,,,,,,,end,34.41225171612842,0.3867765754791202
SN2015V,UGC 11000,PSNJ17492705+3608360,II,0.004566,,6,33724,'17:49:27.05,+36:08:36.0,0.101,0.0101,S_F_2011,17h49m26.66s,36d08m42.8s,61.661427,27.451536,0.004566,S?,1369,2,1865,19,'2015-04-04,,none,2,all 6,,57112.5,Jaeger_etal_2019,https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.2799D/abstract,,,31.364213418038737,0.808819336,HF,Jaeger_etal_2019,,,,,,,,,,,,end,31.364213418038737,0.8067092506045006
SN2015y,NGC 2735,,SNIIb,0.008172,iPTF15afw,,,09 02 37.8527,+25 56 04.0463,0.104,0.0104,S_F_2011,9h02m38.6497944s,25d56m04.177644s,200.467610,39.272012,0.008172,SAB(rs)b? pec,2450.0,5.0,2765.0,21.0,,,,,,,,,,,,32.62802659919145,,,,,,,,,,,,,,,,32.62802659919145,0.5327811400301637
SN2015Z,NGC 5837,,IIn,0.028723,,2,34168,'15:04:40.78,+12:37:43.6,0.098,0.0098,S_F_2011,15h04m40.5946s,12d38m00.329s,14.6344,55.639124,0.028723,SB(s)b,8611,32,9258,44,'2015-06-16,,,3,223f,,,,,,,35.35746412352411,0.366598992,HF,,,,,,,,,,,,,end,35.35746412352411,0.36191976761878053
SN2016adi,NGC 5292,,Ia,0.015,,7,34340,'13:47:43.11,-30:55:57.0,0.159,0.0159,S_F_2011,13h47m40.089s,-30d56m22.52s,316.909719,30.401461,0.014897,(R')SA(rs)ab  LINER?,4466,5,5077,51,'2016-02-03 12:53:38.000,'2015-12-26 01:30:05,done,3,223f,,,,,,,33.931789771045885,0.413197404,HF,,,5,,,,,,,,,,end,33.931789771045885,0.4090515758321954
SN2016adj,NGC 5128,,Ib,0.001825,,4,34314,'13:25:24.110,-43:00:57.50,0.308,0.0308,S_F_2011,13h25m27.6151s,-43d01m08.8056s,309.5158743,19.4173247,0.001825,S0 pec;Sy2     BLLAC,547,5,312,16,'2016-02-08 13:26:43.000,'2015-07-12 12:21:05,done,10,all,heavily reddened,,,,,,29.37213280903594,1.861396672,HF,,,0,,,,,,yes,,,,end,29.37213280903594,1.8604807621982085
SN2016aix,LCRS B014209.4-420839,,Ia-91T,0.029,ASASSN-16bv,5,34401,'01:44:16.850,-41:53:36.98,0.042,0.0042,S_F_2011,1h44m17.03s,-41d53m36.4s,270.117772,-71.703349,,,,,,,'2016-02-16 00:57:36.000,'2016-02-10 01:26:24,done,2.5,223f,,,,,,,,,,,,0,,,,,,,,,,end,,
SN2016aiy,ESO 323-G84,,IIn,0.01,ASASSN-16bw,12,34393,'13:08:25.400,-41:58:50.10,0.343,0.0343,S_F_2011,13h08m26s,-41d58m35s,306.30932,20.78368,,,,,,,'2016-02-17 08:52:48.000,'2016-02-11 08:38:24,done,2,223f,,,,,,,,,,,,,,,,,,,,,,end,,
SN2016aj,,,SLSN-I,0.485,PS16op,1,34278,'12:59:00.83,-26:07:40.5,0.202,0.0202,S_F_2011,,,,,,,,,,,'2016-01-11 15:00:26.000,,,4,223f,,,,,,,,,,,,0,,,,,,,,,,end,,
SN2016ajf,NGC 1278,,Ia-91bg,0.0203,,13,34380,'03:19:54.47,+41:33:53.5,0.441,0.0441,S_F_2011,3h19m54.163s,41d33m48.27s,150.562558,-13.207723,0.020314,E pec:,6090,8,5982,20,'2016-02-18 10:27:05.000,'2016-02-11 10:18:57,done,3,223f,,,,,,,34.60528264053316,0.384147418,HF,,,0,,,,,,,,,,end,34.60528264053316,0.37968452117249996
SN2016aps,,,SLSN-II?,0.265,PS16aqy,9,,'10:19:02.17,+74:42:24.6,0.08,0.008,S_F_2011,,,,,,,,,,,'2016-02-22 11:03:56.000,,,8,,,,,,,,,,,,,8,,,,,,,,,,end,,
SN2016aqf,NGC 2101,,II,0.004016,ASASSN-16cc,11,34388,'05:46:23.907,-52:05:18.86,0.147,0.0147,S_F_2011,5h46m23.1s,-52d05m21s,259.529844,-30.854254,0.004016,IB(s)m pec,1204,2,1085,17,'2016-02-26 04:33:36.000,'2016-02-24 04:33:36,done,3,223f,,MJD 57440.19 4,Muller-Bravo_etal_2020,https://ui.adsabs.harvard.edu/abs/2020MNRAS.497..361M/abstract,,,31.085328611977815,0.900261138,HF,Muller-Bravo_etal_2020,,7,,,,,,,,,,end,31.085328611977815,0.8983658570091785
SN2016aqt,PGC 4384817,,Ia-SC,0.05,,10,34405,'13:45:50.75,+26:47:47.4,0.046,0.0046,S_F_2011,,,,,,,,,,,'2016-02-28 10:34:54.000,'2016-02-16 11:20:13,done,3,223f,,,,,,,,,,,,0,,,,,,,,,,end,,
SN2016arc,NGC 1272,,Ia ,0.012725,ASASSN-16ci,3,,'03:19:21.27,+41:29:24.9,0.432,0.0432,S_F_2011,3h19m21.3s,41d29m26.13s,150.515844,-13.324906,0.012725,E+,3815,8,3770,18,'2016-02-26 05:45:36.000,'2016-02-22 05:31:12,done,4,223f,,,,,,,33.58966888882328,0.435180165,HF,,,,,,,,,,,,,end,33.58966888882328,0.4312457226881539
SN2016ard,,,SLSN-I,0.2025,PS16aqv,16,34410,'14:10:44.55,-10:09:35.4,0.137,0.0137,S_F_2011,,,,,,,,,,,'2016-02-16 00:00:00.000,,,5,all,,,,,,,,,,,,,,,,,,,,,,end,,
SN2016asf,KUG 0647+311,,Ia,0.021,ATLAS16aep_ASASSN-16cs,11,34407,'06:50:36.730,+31:06:44.56,0.31,0,"Brown_walker_2020,S_F_2011",6h50m36.832s,31d07m00.6s,184.612986,13.468601,0.020156,,6043,0,6107,5,'2016-03-06 08:09:36.000,'2016-03-02 07:26:24,done,2.5,223f,,,,,,,34.588459148611065,0.384638975,HF,,,0,,,,,,,,,,end,34.588459148611065,0.3801818485032364
SN2016B,CGCG 012-116,,II,0.004293,ASASSN-16ab,8,34250,'11:55:04.25,+01:43:06.8,0.056,0.0056,S_F_2011,11h55m04.9068s,1d43m11.3232s,272.569855,61.224442,0.004293,S0,1287,23,1821,50,'2016-01-03 14:52:48.000,'2015-12-24 12:43:12,GI13,2.5,223f,,2457382,Dastidar_etal_2018,https://arxiv.org/pdf/1904.01844.pdf,,,31.230088911890718,0.855732324,HF,Dastidar_etal_2018,,7,,,,,,,,,,end,31.230088911890718,0.8537381965204475
SN2016bar,MCG +09-20-097,,SNII,0.05893,iPTF16br,,,12 07 07.2552,+53 40 06.4668,0.047,0.0047,S_F_2011,12h07m09.2358576s,53d40m17.218848s,137.061592,62.225206,0.058926,Sa,17666.0,4.0,17983.0,13.0,,,,,,,,,,,,36.91788730787322,,,,,,,,,,,,,,,,36.91788730787322,0.34692921388118225
SN2016bau,NGC 3631,,Ib,0.003856,,29,,'11:20:59.02,+53:10:25.6,0.044,0.0044,S_F_2011,11h21m02.944s,53d10m09.95s,149.530796,59.039247,0.003856,SA(s)c,1156,1,1621,22,'2016-03-13 23:22:33.000,'2016-03-04 23:57:07,done,3,,,57460 pm 1,Tonry_etal_2016,http://www.astronomerstelegram.org/?read=8820,tight detection limits,,30.996985347791338,0.932146327,HF,Tonry_etal_2016,,,,,,,,,,,,end,30.996985347791338,0.9303160063633608
SN2016bfu,IC 2150,,Ia-91bg,0.0104,ATLAS16ahx,11,34450,'05:51:15.480,-38:19:02.20,0.13,0.013,S_F_2011,5h51m18.558s,-38d19m13.62s,244.141739,-27.634742,0.010404,SB(r:)bc:,3119,5,3147,23,'2016-03-20 09:31:23.000,'2016-02-23 11:04:55,done,2.5,223f,,,,,,,33.15227305115451,0.472675226,HF,,,0,,,,,,,,,,end,33.15227305115451,0.4690553982018339
SN2016bfv,IC 2150,,II,0.0104,ATLAS16ahv,11,34450,'05:51:18.060,-38:18:53.20,0.128,0.0128,S_F_2011,5h51m18.558s,-38d19m13.62s,244.141739,-27.634742,0.010404,SB(r:)bc:,3119,5,3147,23,'2016-03-20 09:31:23.000,'2016-02-23 11:04:55,done,2.5,223f,,x,,,,,33.15227305115451,0.472675226,HF,,,3,,,,,,,,,,end,33.15227305115451,0.4690553982018339
SN2016blc,GALEXASC J104848.62-201544.1,,Ia,0.012,ASASSN-16dn,22,,'10:48:49.438,-20:15:49.08,0.103,0.0103,S_F_2011,10h48m48.62s,-20d15m44.1s,267.656438,34.077102,,,,,,,'2016-03-30 04:04:48.000,'2016-03-28 05:02:24,done,3,,,,,,,,,,,,,11,,,,,,,,,,end,,
SN2016blk,,,Iapec,0.02997,ASASSN-16dx,11,34477,'03:22:12.85,-44:05:40.7,0.035,0.0035,S_F_2011,3h22m12.68s,-44d05m41s,252.289665,-55.393742,,,,,,,'2016-04-02 23:31:12.000,'2016-03-23 00:28:48,done,3,223f,,,,,,,,,,,,0,,,,,,,,,,end,,
SN2016bln,NGC 5221,,Ia,,,,,13 34 45.49,13 51 14.3,0.065,0.0,"Brown_walker_2020,S_F_2011",13h34m55.909008s,13d49m57.14004s,342.453814,73.271743,0.023279,Sb:,6979.0,8.0,7625.0,36.0,,,,,,,,,,,,34.90116216899835,,,,,,,,,,,,,,,,34.90116216899835,0.37110427656787554
SN2016bln,NGC 5221,,Ia-91T/99aa,0.0235,iPTF16abc,19,,'13:34:45.49,+13:51:14.3,0.065,0,"Brown_walker_2020,S_F_2011",13h34m55.909s,13d49m57.14s,342.453814,73.271743,0.023279,Sb:,6979,8,7625,36,'2016-04-04 09:21:36.000,'2016-04-02 09:58:19,done,6,,,,,,,,34.90116216899835,0.375669119,HF,,,5,,,,,,,,,,end,34.90116216899835,0.37110427656787554
SN2016blz,2MASX J13284699-2739061,,II,0.012,ASASSN-16eh,11,,'15:40:29.23,+00:54:36.4,0.276,0.0276,S_F_2011,13h28m46.999s,-27d39m06.15s,312.972705,34.490889,0.045371,Sc,13602,10,13600,57,'2016-04-10 10:33:36.000,'2016-04-04 12:43:12,done,3,,,57485.5,Brown_etal_2016,https://www.astronomerstelegram.org/?read=8930,halfway between discovery and nondetection,,36.350210029919594,0.354939106,HF,Brown_etal_2016,,6,,,,,,,,,,end,36.350210029919594,0.3501040784997906
SN2016bmd,GALEXASC J072024.60+325058.8,,IIb,,ASASSN-16ek,10,,'07:20:24.16,+32:51:02.6,0.158,0.0158,S_F_2011,7h20m24.6s,32d50m58.8s,185.397965,19.974956,,,,,,,'2016-04-12 06:57:36.000,'2016-04-09 06:28:48,GI15,2,,,,,,,,,,,,,,,,,,,,,,,end,,
SN2016bqs,CGCG 077-110,,Ia,0.032916,MASTEROTJ152333.04+092125.6_PS16bqv,13,,'15:23:33.04,+09:21:25.6,0.088,0.0088,S_F_2011,15h23m35.2474s,9d20m46.1436s,13.890857,49.970112,0.032916,E,9868,22,10509,37,'2016-04-09 14:14:24.000,,done,3,,,,,,,,35.65334188145728,0.361879609,HF,,,0,,,,,,,,,,end,35.65334188145728,0.3571385561187789
SN2016bse,SN 2016bse,,SNII,0.0343,iPTF14hls,,,09 20 34.3022,+50 41 46.8229,0.043,0.0043,S_F_2011,9h20m34.3000008s,50d41m46.799988s,167.3847113,43.9742309,0.034400,"     
Spare 5                    :",10313.0,0.0,10529.0,10.0,,,,,,,,,,,,35.749121266117214,,,,,,,,,,,,,,,,35.749121266117214,0.3557479151355916
SN2016C,NGC 5247,,IIP,0.00452,,5,35875,'13:38:05.30,-17:51:15.3,0.238,0.0238,S_F_2011,13h38m03.0179s,-17d53m02.6354s,318.322692,43.59036,0.00452,SA(s)bc,1355,3,1423,26,'2016-01-03 20:10:14.000,'2015-06-04 13:28:56,done,2.5,223f,,,,,,,31.34189265342091,0.815684199,HF,,,5,,,,,,,,,,end,31.34189265342091,0.8135919180638713
SN2016ccj,SDSS J171023.62+262350.3,,Ia-SC,0.041,ASASSN-16ex,11,34542,'17:10:23.919,+26:23:47.89,0.089,0.0089,S_F_2011,17h10m23.625s,26d23m50.36s,,,,,12291,123,12291,123,'2016-05-03 10:04:48.000,'2016-04-29 12:00:00,done,4,223f,,,,,,,36.13013227073281,0.360120035,HF,,,8,,,,,,,,,,end,36.13013227073281,0.35535550795475523
SN2016ccz,MRK 0685,,Ia,0.0149,,,,14 31 09.20,27 14 09.5,0.041,0.0041,S_F_2011,14h31m08.9869992s,27d14m14.250012s,38.973478,67.862369,0.015018,Sc+            HII,4502.0,1.0,5122.0,28.0,,,,,,,,,,,,33.94922363069129,,,,,,,,,,,,,,,,33.94922363069129,0.40803731663175224
SN2016ccz,MRK 685,,Ia,0.015,iPTF16auf,12,34557,'14:31:09.260,+27:14:09.80,0.041,0.0041,S_F_2011,14h31m08.987s,27d14m14.25s,38.973478,67.862369,0.01489,Sc+            HII,4464,9,5083,29,'2016-05-13 08:23:59.000,'2016-05-10 00:00:00,done,3,223f,grism,,,,,,33.930817107016395,0.413336805,HF,,,0,,,,,,,,,,end,33.930817107016395,0.4091923890983338
SN2016cnx,,,Ia,0.029444,ASASSN-16fl,5,34562,'10:06:54.451,-15:43:00.67,0.155,0.0155,S_F_2011,10h06m53.4728s,-15d43m02.4802s,255.005896,31.44652,0.029444,,8827,31,9264,50,'2016-05-25 01:12:00.000,'2016-05-22 02:24:00,done,2,223f,,,,,,,35.411261810305476,0.36565826,HF,,,0,,,,,,,,,,end,35.411261810305476,0.36096684060490525
SN2016coi,UGC 11868,,Ic-BL,0.003646,ASASSN-16fp,49,34565_93195,'21:59:04.08,+18:11:10.68,0.228,0.0228,S_F_2011,21h59m04.702s,18d10m38.95s,75.396959,-28.376096,0.003646,SB(s)m,1093,5,1318,18,'2016-05-27 12:57:36.000,'2016-05-21 12:57:36,done,7,,,57532.5,Terreran_etal_2019,https://ui.adsabs.harvard.edu/abs/2019ApJ...883..147T/abstract,,,30.875296987117302,0.978852587,HF,Terreran_etal_2019,,27,,,,,,,,,,end,30.875296987117302,0.977109760916455
SN2016coj,NGC 4125,,Ia,0.004483,,1,,'12:08:06.80,+65:10:37.9,0.051,0.0051,S_F_2011,12h08m06.017s,65d10m26.88s,130.189707,51.339155,0.004523,E6 pec         LINER,1356,19,1818,27,'2016-05-28 04:39:05.000,'2016-05-19 06:29:48,done,7,,,,,,,,31.34349462502401,0.818121872,HF,,,7,,,,,,,,,,end,31.34349462502401,0.8160358419004746
SN2016cok,M66,,IIP,0.002425,ASASSN-16fq,12,,'11:20:19.09,+12:58:57.2,0.07,0,"Brown_walker_2020,S_F_2011",11h20m15.026s,12d59m28.64s,241.9607728,64.4184756,0.002425,SAB(s)b;LINER  Sy2,727,3,477,13,'2016-05-28 07:06:54.000,'2016-05-24 07:38:45,done,5,,,,,,,,29.989868231663976,1.418813853,HF,,,3,,,,,,,,,,end,29.989868231663976,1.4176120221514954
SN2016cqj,CGCG 382-005,,II,0.022,,?,34587,'23:56:13.740,-00:32:28.44,0.086,0.0086,S_F_2011,23h56m13.4746s,-0d32m26.5632s,94.155402,-60.290588,0.022215,               HII,6660,19,6555,26,'2016-06-05 13:55:12.000,'2016-05-26 08:52:48,done,2,,,x,,,,,34.79956732322029,0.378565461,HF,,,3,,,,,,,,,,end,34.79956732322029,0.3740359682833088
SN2016cvk,ESO 344-G21,,IIn,0.010783,ASASSN-16jt,27,,'22:19:49.390,-40:40:03.20,0.034,0.0034,S_F_2011,22h19m49.219s,-40d39m59.72s,359.549107,-56.078034,0.010783,Sab:,3233,9,3366,19,'2016-06-12 15:18:54.000,'2016-06-03 14:16:21,GI15,4,,grism/rebrightening,,,,,,33.23022470042657,0.465220198,HF,,,,,,,,,,,,,end,33.23022470042657,0.4615419045417961
SN2016daj,MCG +03-06-31,,Ia,0.032,ASASSN-16hh,10,,'02:04:37.500,+21:35:08.45,0.34,0.034,S_F_2011,2h04m36.481s,21d35m30.1s,144.721027,-38.164377,0.030388,,9110,109,8880,111,'2016-07-17 12:50:24.000,'2016-07-09 13:55:12,done,3,,,,,,,,35.47978806223378,0.369041415,HF,,,0,,,,,,,,,,end,35.47978806223378,0.3643935557687948
SN2016dxv,,,Ia,0.02,Gaia16alq,6,34524,'18:12:29.36,+31:16:47.3,0.18,0.018,S_F_2011,,,,,,,,,,,'2016-04-21 15:07:12.000,'2016-03-27 17:06:43,done,3,2.00E+02,redshift_uncertain,,,,,,,,,,,0,,,,,,,,,,end,,
SN2016edk,WISEA J174714.15+301323.0,,SNIbn,0.0744,iPTF16bkn,,,17 47 14.2251,+30 13 29.4992,0.135,0.013500000000000002,S_F_2011,17h47m14.14584s,30d13m23.0808s,55.1425200,26.2411378,0.074400,"        micron
Origin                     :",22305.0,0.0,22658.0,14.0,,,,,,,,,,,,37.424207315256965,,,,,,,,,,,,,,,,37.424207315256965,0.345201921159514
